역번호,역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자
163,서정리역,k0201,경부선,Seojeong-ri,西井里,일반역,,,37.056459,127.052844,한국철도공사,경기도 평택시 탄현로 51,1544-7788,2020-12-31
165,평택역,k0201,경부선,Pyeongtaek,平 澤,일반역,,,36.990559,127.085496,한국철도공사,경기도 평택시 평택로 51,1544-7788,2020-12-31
142,구일역,k0301,경인선,Guil,九 一,일반역,,,37.496273,126.869599,한국철도공사,서울시 구로구 구일로 133,1544-7788,2020-12-31
143,개봉역,k0301,경인선,Gaebong,開 峯,일반역,,,37.494698,126.858504,한국철도공사,서울시 구로구 경인로 40길 47,1544-7788,2020-12-31
144,오류동역,k0301,경인선,Oryu-dong,梧柳洞,일반역,,,37.4944,126.844551,한국철도공사,서울시 구로구 경인로 20길 13,1544-7788,2020-12-31
145,온수역,k0301,경인선,Onsu,溫 水,환승역,,경인/7,37.492267,126.823399,한국철도공사,서울시 구로구 부일로 872,1544-7788,2020-12-31
146,역곡역,k0301,경인선,Yeokgok,驛 谷,일반역,,,37.48514,126.811622,한국철도공사,경기도 부천시 원미구 역곡로 1(역곡동),1544-7788,2020-12-31
147,소사역,k0301,경인선,Sosa,素 砂,일반역,,,37.482755,126.795654,한국철도공사,경기도 부천시 소사구 경인로 363,1544-7788,2020-12-31
148,부천역,k0301,경인선,Bucheon,富 川,일반역,,,37.484066,126.782779,한국철도공사,경기도 부천시 소사구 부천로 1,1544-7788,2020-12-31
149,중동역,k0301,경인선,Jung-dong,中 洞,일반역,,,37.486664,126.764474,한국철도공사,경기도 부천시 소사구 중동로 73,1544-7788,2020-12-31
150,송내역,k0301,경인선,Songnae,松 內,일반역,,,37.487626,126.753045,한국철도공사,경기도 부천시 소사구 송내대로 43,1544-7788,2020-12-31
151,부개역,k0301,경인선,Bugae,富 開,일반역,,,37.488479,126.740549,한국철도공사,인천시 부평구 수변로 22,1544-7788,2020-12-31
152,부평역,k0301,경인선,Bupyeong,富 平,환승역,,경인/인천1,37.489457,126.724584,한국철도공사,인천시 부평구 광장로 16,1544-7788,2020-12-31
153,백운역,k0301,경인선,Baegun,白 雲,일반역,,,37.483301,126.707179,한국철도공사,인천시 부평구 마장로 55번길 14,1544-7788,2020-12-31
154,동암역,k0301,경인선,Dongam,銅 岩,일반역,,,37.470835,126.703016,한국철도공사,인천시 부평구 동암광장로 10,1544-7788,2020-12-31
155,간석역,k0301,경인선,Ganseok,間 石,일반역,,,37.464689,126.693408,한국철도공사,인천시 남동구 석정로 522-14,1544-7788,2020-12-31
156,주안역,k0301,경인선,Juan,朱 安,환승역,,경인/인천2,37.465041,126.680702,한국철도공사,인천시 남구 주안로 95-19,1544-7788,2020-12-31
157,도화역,k0301,경인선,Dohwa,道 禾,일반역,,,37.466154,126.66846,한국철도공사,인천시 남구 숙골로 24번길 9,1544-7788,2020-12-31
148,명학역,k0201,경부선,Myeonghak,鳴 鶴,일반역,,,37.384435,126.935579,한국철도공사,경기도 안양시 만안구 만안로 20,1544-7788,2020-12-31
158,제물포역,k0301,경인선,Jemulpo,濟物浦,일반역,,,37.466809,126.657165,한국철도공사,인천시 남구 경인로 129,1544-7788,2020-12-31
159,도원역,k0301,경인선,Dowon,桃 源,일반역,,,37.468604,126.642824,한국철도공사,인천시 동구 참외전로 245,1544-7788,2020-12-31
160,동인천역,k0301,경인선,Dongincheon,東仁川,일반역,,,37.475414,126.632598,한국철도공사,인천시 중구 참외전로 119,1544-7788,2020-12-31
161,인천역,k0301,경인선,Incheon,仁 川,환승역,k0301+k2015,경인/수인,37.476364,126.616936,한국철도공사,인천시 중구 제물량로 269,1544-7788,2020-12-31
435,선바위역,k0303,과천선,Seonbawi,,일반역,,,37.451854,127.002164,한국철도공사,경기도 과천시 중앙로 440,1544-7788,2020-12-31
436,경마공원역,k0303,과천선,Seoul Racecourse park,競 馬公 園,일반역,,,37.443987,127.007899,한국철도공사,경기도 과천시 경마공원대로 105,1544-7788,2020-12-31
437,대공원역,k0303,과천선,Seoul Grand park,大公園,일반역,,,37.435724,127.006474,한국철도공사,경기도 과천시 대공원로 50,1544-7788,2020-12-31
438,과천역,k0303,과천선,Gwacheon,果 川,일반역,,,37.433205,126.996404,한국철도공사,경기도 과천시 별양로 지하 177,1544-7788,2020-12-31
439,정부과천청사역,k0303,과천선,Government Complex Gwacheon,政府果川廳舍,일반역,,,37.426445,126.989802,한국철도공사,경기도 과천시 중앙로 지하 100,1544-7788,2020-12-31
417,이천역,k0218,경강선,Icheon,利川,일반역,,,37.264222,127.442135,한국철도공사,경기도 이천시 율현동 435,1544-7788,2020-12-31
418,부발역,k0218,경강선,Bubal,夫鉢,일반역,,,37.260411,127.490303,한국철도공사,경기도 이천시 부발읍 아미리 505-7,1544-7788,2020-12-31
419,세종대왕릉역,k0218,경강선,Sejongdaewangneung,世宗大王陵,일반역,,,37.293636,127.570764,한국철도공사,경기도 여주시 능서면 신지리 275,1544-7788,2020-12-31
420,여주역,k0218,경강선,Yeoju,驪州,일반역,,,37.282881,127.628571,한국철도공사,경기도 여주시 교동 403-1,1544-7788,2020-12-31
166,성환역,k0201,경부선,Seonghwan,成 歡,일반역,,,36.915781,127.127007,한국철도공사,충남 천안시 서북구 성환읍 성롼1로 237-5(성환리 449-128),1544-7788,2020-12-31
167,직산역,k0201,경부선,Jiksan,稷 山,일반역,,,36.870921,127.143774,한국철도공사,충남 천안시 서북구 직산읍 천안대로 1471-33,1544-7788,2020-12-31
168,두정역,k0201,경부선,Dujeong,斗 井,일반역,,,36.833791,127.148905,한국철도공사,충남 천안시 서북구 두정로 289(두정동 84-1),1544-7788,2020-12-31
169,천안역,k0201,경부선,Cheonan,天 安,일반역,,,36.810238,127.146417,한국철도공사,충남 천안시 동남구 대흥로 239(대흥동 57-1),1544-7788,2020-12-31
170,봉명역,k0208,장항선,Bongmyeong,鳳鳴,일반역,,,36.801578,127.136319,한국철도공사,충남 천안시 동남구 차돌로 51(봉명동 20-2),1544-7788,2020-12-31
171,쌍용(나사렛대)역,k0208,장항선,Ssangyong(Korea Nazarene Univ.),雙龍(拿撒勒大),일반역,,,36.793745,127.121363,한국철도공사,충청남도 천안시 서북구 쌍용2동 426-3,1544-7788,2020-12-31
172,아산역,k0208,장항선,Asan,牙 山,일반역,,,36.792195,127.105049,한국철도공사,충남 아산시 배방읍 희망로 90(장재리 325-3),1544-7788,2020-12-31
174,배방역,k0208,장항선,Baebang,排 芳,일반역,,,36.777541,127.052751,한국철도공사,충남 아산시 배방읍 온천대로 1967,1544-7788,2020-12-31
176,온양온천역,k0208,장항선,Onyangoncheon,溫陽溫泉,일반역,,,36.780419,127.003707,한국철도공사,충남 아산시 온천대로 1496(온천동 56-9),1544-7788,2020-12-31
177,신창(순천향대)역,k0208,장항선,Sinchang (Soonchunhyang Univ.),신 창,일반역,,,36.769213,126.950129,한국철도공사,충남 아산시 신창면 행목로 50,1544-7788,2020-12-31
410,부전역,k0211,동해선,Bujeon,釜 田,일반역,,,35.164668,129.06011,한국철도공사,부산광역시 부산진구 부전동 280-76,1544-7788,2020-12-31
411,거제해맞이역,k0211,동해선,Geojehaemaji,巨堤해맞이,환승역,,부산지하철3호선,35.182197,129.069315,한국철도공사,부산광역시 연제구 거제동 619-1,1544-7788,2020-12-31
412,거제역,k0211,동해선,Geoje,巨 堤,일반역,,,35.188587,129.073904,한국철도공사,부산광역시 연제구 거제동 619-1,1544-7788,2020-12-31
413,교대역,k0211,동해선,Busan Nat’l Univ. of Edu,敎 大,환승역,,부산지하철1호선,37.492975,127.013814,한국철도공사,부산광역시 연제구 거제동 42-3,1544-7788,2020-12-31
414,동래역,k0211,동해선,Dongnae,東 萊,일반역,,,35.205614,129.078502,한국철도공사,부산광역시 동래구 낙민동 130-4,1544-7788,2020-12-31
415,안락역,k0211,동해선,Allak,安 樂,일반역,,,35.195907,129.101062,한국철도공사,부산광역시 동래구 안락동 201-2,1544-7788,2020-12-31
417,재송역,k0211,동해선,Jaesong,裁 松,일반역,,,35.189,129.120919,한국철도공사,부산광역시 해운대구 재송동 933-1,1544-7788,2020-12-31
418,센텀역,k0211,동해선,Centum,-,일반역,,,35.168921,129.131659,한국철도공사,부산광역시 해운대구 우동 1215-32,1544-7788,2020-12-31
419,벡스코역,k0211,동해선,BEXCO,-,환승역,,부산지하철2호선,35.16899,129.13868,한국철도공사,부산광역시 해운대구 우동 1111-2,1544-7788,2020-12-31
420,신해운대역,k0211,동해선,Shin-Haeundae,新海雲臺,일반역,,,35.181832,129.176696,한국철도공사,부산광역시 해운대구 좌동 138-4,1544-7788,2020-12-31
421,송정역,k0211,동해선,Songjeong,松 亭,일반역,,,35.137559,126.791535,한국철도공사,부산광역시 해운대구 송정동 299-2,1544-7788,2020-12-31
422,오시리아역,k0211,동해선,OSIRIA,-,일반역,,,35.196256,129.208291,한국철도공사,부산광역시 기장군 기장읍 당사리 261,1544-7788,2020-12-31
423,기장역,k0211,동해선,Gijang,機 張,일반역,,,35.243027,129.218551,한국철도공사,부산광역시 기장군 기장읍 청강리 25-16,1544-7788,2020-12-31
424,일광역,k0211,동해선,Ilgwang,日 光,일반역,,,35.265565,129.233307,한국철도공사,부산광역시 기장군 일광면 이천리 750-4,1544-7788,2020-12-31
144,광명역,k0201,고속선,Gwangmyeong,光 明,일반역,,,37.415995,126.884523,한국철도공사,경기도 광명시 광명역로 21,1544-7788,2020-12-31
145,석수역,k0201,경부선,Seoksu,石 水,일반역,,,37.435161,126.902233,한국철도공사,경기도 안양시 만안구 경수대로 1431,1544-7788,2020-12-31
146,관악역,k0201,경부선,Gwanak,冠 岳,일반역,,,37.419578,126.908476,한국철도공사,경기도 안양시 만안구 경수대로 1273번길 46,1544-7788,2020-12-31
147,안양역,k0201,경부선,Anyang,安 養,일반역,,,37.401929,126.922647,한국철도공사,경기도 안양시 만안구 만안로 232,1544-7788,2020-12-31
329,운정역,k0203,경의중앙선,Unjeong,雲 井,일반역,,,37.725441,126.767076,한국철도공사,경기도 파주시 운정역길 368(야당동 299-4번지),1544-7788,2020-12-31
330,금릉역,k0203,경의중앙선,Geumneung,金 陵,일반역,,,37.751295,126.765401,한국철도공사,경기도 파주시 금촌동 금릉로 129,1544-7788,2020-12-31
331,금촌역,k0203,경의중앙선,Geumchon,金 村,일반역,,,37.766106,126.774515,한국철도공사,경기도 파주시 새꽃로 193,1544-7788,2020-12-31
333,월롱역,k0203,경의중앙선,Wollong,月 籠,일반역,,,37.796201,126.792574,한국철도공사,경기도 파주시 월롱면 통일로 980,1544-7788,2020-12-31
334,파주역,k0203,경의중앙선,Paju,坡 州,일반역,,,37.815391,126.792426,한국철도공사,경기도 파주시 파주읍 주라위길 38,1544-7788,2020-12-31
335,문산역,k0203,경의중앙선,Munsan,汶 山,일반역,,,37.854565,126.787531,한국철도공사,경기도 파주시 문산읍 문산역로 94,1544-7788,2020-12-31
134,남영역,k0201,경부선,Namyeong,南 營,일반역,,,37.540597,126.971171,한국철도공사,서울시 용산구 한강대로 77길 25(갈월동),1544-7788,2020-12-31
135,용산역,k0201,경부선,Yongsan,龍 山,환승역,k0201+k0205,경부/경원/경의중앙,37.52989,126.964775,한국철도공사,서울시 용산구 한강대로 23길 55(한강로 3가 40-999),1544-7788,2020-12-31
319,지축역,k0305,일산선,Jichuk,紙 杻,일반역,,,37.648114,126.913746,한국철도공사,경기도 고양시 덕양구 삼송로 300(지축동),1544-7788,2020-12-31
318,삼송역,k0305,일산선,Samsong,三 松,일반역,,,37.653096,126.895559,한국철도공사,경기도 고양시 덕양구 삼송로 205번길(삼송동 20-14),1544-7788,2020-12-31
317,원흥역,k0305,일산선,Wonheung,元興,일반역,,,37.650709,126.873239,한국철도공사,경기도 고양시 덕양구 원흥동 569-15,1544-7788,2020-12-31
316,원당역,k0305,일산선,Wondang,元 堂,일반역,,,37.653103,126.842891,한국철도공사,경기도 고양시 덕양구 덕양대로 1429(성사1동 4100-7),1544-7788,2020-12-31
315,화정역,k0305,일산선,Hwajeong,花 井,일반역,,,37.637837,126.832503,한국철도공사,경기도 고양시 덕양구 화정동 400-2,1544-7788,2020-12-31
322,대곡역,k0203,경의중앙선,Daegok,大 谷,환승역,k0203+k0305,일산/경의중앙,37.631629,126.811025,한국철도공사,경기도 고양시 덕양구 대주로 107번길 71-81(대장동 420-1),1544-7788,2020-12-31
313,백석역,k0305,일산선,Baekseok,白 石,일반역,,,37.642973,126.788109,한국철도공사,경기도 고양시 일산동구 중앙로 1042,1544-7788,2020-12-31
312,마두역,k0305,일산선,Madu,馬 頭,일반역,,,37.652185,126.777641,한국철도공사,경기도 고양시 일산동구 중앙로 지하 1180(마두동),1544-7788,2020-12-31
311,정발산역,k0305,일산선,Jeongbalsan,鼎鉢山,일반역,,,37.659709,126.773254,한국철도공사,경기도 고양시 일산동구 마두 1동 1123(일산동구 중앙로 1270),1544-7788,2020-12-31
310,주엽역,k0305,일산선,Juyeop,注 葉,일반역,,,37.670138,126.761232,한국철도공사,경기도 고양시 일산서구 중앙로 1432(주엽동 166-7),1544-7788,2020-12-31
309,대화역,k0305,일산선,Daehwa,大 化,일반역,,,37.675883,126.747756,한국철도공사,경기도 고양시 일산서구 중앙로 1569(대화동 2221),1544-7788,2020-12-31
111,이촌역,k0205,경의중앙선,Ichon,二 村,환승역,,경의중앙/4,37.522476,126.973816,한국철도공사,서울시 용산구 이촌로 71길 42,1544-7788,2020-12-31
112,서빙고역,k0203,경의중앙선,Seobinggo,西氷庫,일반역,,,37.51961,126.988358,한국철도공사,서울시 용산구 서빙고로 238(서빙고동 241-11),1544-7788,2020-12-31
113,한남역,k0205,경의중앙선,Hannam,漢 南,일반역,,,37.529361,127.008984,한국철도공사,서울시 용산구 독서당로6길 12-13(한남동),1544-7788,2020-12-31
136,노량진역,k0201,경부선,Noryangjin,鷺梁津,환승역,,경부/9,37.514072,126.941671,한국철도공사,서울시 동작구 노량진로 151,1544-7788,2020-12-31
137,대방역,k0201,경부선,Daebang,大 方,일반역,,,37.513392,126.926407,한국철도공사,서울시 영등포구 여의대방로 300,1544-7788,2020-12-31
138,신길역,k0201,경부선,Singil,新 吉,환승역,,경부/5,37.517018,126.917743,한국철도공사,서울시 영등포구 영등포로 327,1544-7788,2020-12-31
139,영등포역,k0201,경부선,Yeongdeungpo,永登浦,일반역,,,37.515756,126.907411,한국철도공사,서울시 영등포구 경인로 846(영등포동 1가 618-496),1544-7788,2020-12-31
140,신도림역,k0201,경부선,Sindorim,新道林,환승역,,경부/2,37.508983,126.891513,한국철도공사,서울시 구로구 새말로 117-21,1544-7788,2020-12-31
141,구로역,k0201,경부선,Guro,九 老,환승역,k0201+k0301,경부/경인,37.503178,126.882037,한국철도공사,서울시 구로구 구로중앙로 174,1544-7788,2020-12-31
142,가산디지털단지역,k0201,경부선,Gasan Digital Complex,加山디지털團 地,환승역,,경부/7,37.481568,126.882628,한국철도공사,서울시 금천구 벚꽃로 309,1544-7788,2020-12-31
143,독산역,k0201,경부선,Doksan,禿 山,일반역,,,37.465994,126.889508,한국철도공사,서울시 금천구 벚꽃로 115,1544-7788,2020-12-31
144,금천구청역,k0201,경부선,Geumcheon-Gu Office,衿川區廳,환승역,k0201+k2012,경부/광명셔틀,37.45576,126.894344,한국철도공사,서울시 금천구 시흥대로 63길 91,1544-7788,2020-12-31
149,금정역,k0201,경부선,Geumjeong,衿 井,환승역,,경부/4,37.371957,126.943611,한국철도공사,경기도 군포시 군포로 750,1544-7788,2020-12-31
150,군포역,k0201,경부선,Gunpo,軍 浦,일반역,,,37.353732,126.948517,한국철도공사,경기도 군포시 군포역1길 27,1544-7788,2020-12-31
151,당정역,k0201,경부선,Dangjeong,當井,일반역,,,37.34338,126.948388,한국철도공사,경기도 군포시 당정역로 91,1544-7788,2020-12-31
152,의왕역,k0201,경부선,Uiwang,義 王,일반역,,,37.320648,126.948099,한국철도공사,경기도 의왕시 철도박물관로 66(삼동),1544-7788,2020-12-31
153,성균관대역,k0201,경부선,Sungkyunkwan Univ.,成 均 館 大,일반역,,,37.300344,126.970861,한국철도공사,경기도 수원시 장안구 서부로 2149,1544-7788,2020-12-31
154,화서역,k0201,경부선,Hwaseo,華 西,일반역,,,37.28399,126.989581,한국철도공사,경기도 수원시 팔달구 덕영대로 692,1544-7788,2020-12-31
245,수원(분당)역,k0304,분당선,Suwon,水 原,환승역,k0304+k0201,경부/분당,37.266162,126.999821,한국철도공사,경기도 수원시 팔달구 덕영대로 924,1544-7788,2020-12-31
440,인덕원역,k0303,과천선,Indeogwon,仁德院,일반역,,,37.401901,126.976818,한국철도공사,경기도 안양시 동안구 흥안대로 529,1544-7788,2020-12-31
441,평촌역,k0303,과천선,Pyeongchon,坪 村,일반역,,,37.394346,126.963881,한국철도공사,경기도 안양시 동안구 부림로 지하 123,1544-7788,2020-12-31
442,범계역,k0303,과천선,Beomgye,凡溪,일반역,,,37.389783,126.950752,한국철도공사,경기도 안양시 동안구 동안로 지하 130,1544-7788,2020-12-31
444,산본역,k0302,안산선,Sanbon,山 本,일반역,,,37.358019,126.932969,한국철도공사,경기도 군포시 번영로 504,1544-7788,2020-12-31
445,수리산역,k0302,안산선,Surisan,修理山,일반역,,,37.350297,126.925537,한국철도공사,경기도 군포시 번영로 385,1544-7788,2020-12-31
446,대야미역,k0302,안산선,Daeyami,大夜味,일반역,,,37.328304,126.917161,한국철도공사,경기도 군포시 대야1로 28,1544-7788,2020-12-31
447,반월역,k0302,안산선,Banwol,半 月,일반역,,,37.312244,126.903684,한국철도공사,경기도 안산시 상록구 건건로 119-10,1544-7788,2020-12-31
448,상록수역,k0302,안산선,Sangnoksu,常綠樹,일반역,,,37.302845,126.866533,한국철도공사,경기도 안산시 상록구 상록수로 61,1544-7788,2020-12-31
450,중앙역,k0302,안산선,Jungang,中 央,일반역,,,37.316055,126.838532,한국철도공사,경기도 안산시 단원구 중앙대로 918,1544-7788,2020-12-31
449,한대앞역,k0302,안산선,Hangyang Univ. at Ansan,漢大앞,일반역,,,37.309685,126.853656,한국철도공사,경기도 안산시 상록구 충장로 337,1544-7788,2020-12-31
451,고잔역,k0302,안산선,Gojan,古 棧,일반역,,,37.316821,126.823094,한국철도공사,경기도 안산시 단원구 중앙대로 784,1544-7788,2020-12-31
452,초지역,k0302,안산선,Choji,草 芝,일반역,,,37.320583,126.806151,한국철도공사,경기도 안산시 단원구 중앙대로 620,1544-7788,2020-12-31
453,안산역,k0302,안산선,Ansan,安 山,일반역,,,37.327006,126.788748,한국철도공사,경기도 안산시 단원구 중앙대로 462,1544-7788,2020-12-31
454,신길온천역,k0302,안산선,Singiloncheon,新 吉溫 泉,일반역,,,37.337488,126.767306,한국철도공사,경기도 안산시 단원구 황고개로 2,1544-7788,2020-12-31
455,정왕역,k0302,안산선,Jeongwang,正 往,일반역,,,37.351816,126.742844,한국철도공사,경기도 시흥시 마유로 418길 15,1544-7788,2020-12-31
456,오이도역,k0302,안산선,Oido,烏耳島,환승역,k0302+k2015,안산/수인,37.361773,126.738437,한국철도공사,경기도 시흥시 역전로 430,1544-7788,2020-12-31
246,고색,K2015,수인선,Gosaek,古索,일반역,,,37.248829,126.977899,한국철도공사,경기도 수원시 권선구 매송고색로 지하690(고색동),1544-7788,2020-12-31
247,오목천,K2015,수인선,Omokcheon,梧木川,일반역,,,37.243011,126.9636354,한국철도공사,경기도 수원시 권선구 삼천병마로 1576(오목천동),1544-7788,2020-12-31
248,어천,K2015,수인선,Eocheon,漁川,일반역,,,37.250076,126.908805,한국철도공사,경기도 화성시 매송면 화성로 2227-5(어천리),1544-7788,2020-12-31
249,야목,K2015,수인선,Yamok,野牧,일반역,,,37.261011,126.88429,한국철도공사,경기도 화성시 매송면 본오매송로 286(야목리),1544-7788,2020-12-31
250,사리,K2015,수인선,Sari,四理,일반역,,,37.289982,126.856872,한국철도공사,경기도 안산시 상록구 충장로 93(사동),1544-7788,2020-12-31
251,한대앞,K2015,수인선,Hangyang Univ. at Ansan,漢大앞,환승역,K2015,수인/4,37.309685,126.853656,한국철도공사,경기도 안산시 상록구 충장로 337,1544-7788,2020-12-31
252,중앙,K2015,수인선,Jungang,中央,환승역,K2015,수인/4,37.316055,126.838532,한국철도공사,경기도 안산시 단원구 중앙대로 918,1544-7788,2020-12-31
253,고잔,K2015,수인선,Gojan,古棧,환승역,K2015,수인/4,37.316821,126.823094,한국철도공사,경기도 안산시 상록구 충장로 337,1544-7788,2020-12-31
254,초지,K2015,수인선,Choji,草芝,환승역,K2015,수인/4,37.320583,126.806151,한국철도공사,경기도 안산시 단원구 중앙대로 784,1544-7788,2020-12-31
255,안산,K2015,수인선,Ansan,安山,환승역,K2015,수인/4,37.327006,126.788748,한국철도공사,경기도 안산시 단원구 중앙대로 620,1544-7788,2020-12-31
256,신길온천,K2015,수인선,Singiloncheon,新吉溫泉,환승역,K2015,수인/4,37.337488,126.767306,한국철도공사,경기도 안산시 단원구 중앙대로 462,1544-7788,2020-12-31
257,정왕,K2015,수인선,Jeongwang,正往(韓國産業技術大),환승역,K2015,수인/4,37.351816,126.742844,한국철도공사,경기도 안산시 단원구 황고개로 2,1544-7788,2020-12-31
258,오이도,K2015,수인선,Oido,烏耳島,환승역,K2015,수인/4,37.361773,126.738437,한국철도공사,경기도 시흥시 역전로 430,1544-7788,2020-12-31
259,달월역,K2015,수인선,Darwol,達月,일반역,,,37.379993,126.745431,한국철도공사,경기도 시흥시 서해안로 736번길 55(월곶동),1544-7788,2020-12-31
260,월곶역,K2015,수인선,Wolgot,月串,일반역,,,37.39189,126.742741,한국철도공사,경기도 시흥시 월곶 중앙로 14번길,1544-7788,2020-12-31
261,소래포구역,K2015,수인선,Soraepogu,蘇來浦口,일반역,,,37.400963,126.733533,한국철도공사,인천시 남동구 소래역로 51,1544-7788,2020-12-31
262,인천논현역,K2015,수인선,Incheon Nonhyeon,仁川論峴,일반역,,,37.400641,126.722495,한국철도공사,인천시 남동구 청능대로 567,1544-7788,2020-12-31
263,호구포역,K2015,수인선,Hogupo,虎口浦,일반역,,,37.401622,126.708682,한국철도공사,인천시 남동구 호구포로 205,1544-7788,2020-12-31
264,남동인더스파크역,K2015,수인선,Namdong Induspark,,일반역,,,37.407868,126.695613,한국철도공사,인천광역시 남동구 고잔동 970-14,1544-7788,2020-12-31
265,원인재역,K2015,수인선,Woninjae,源仁齋,환승역,K2015,수인/인천1,37.412921,126.686952,한국철도공사,인천시 연수구 벚꽃로 195,1544-7788,2020-12-31
266,연수역,K2015,수인선,Yeonsu,延壽,일반역,,,37.417769,126.678991,한국철도공사,인천시 연수구 벚꽃로 115,1544-7788,2020-12-31
267,송도역,K2015,수인선,Songdo,松島,일반역,,,37.417769,126.678991,한국철도공사,인천시 연수구 비류대로 175(옥련동),1544-7788,2020-12-31
269,인하대역,K2015,수인선,Inha Univ.,仁荷大,일반역,,,37.448191,126.649832,한국철도공사,인천시 남구 용현동 294-3,1544-7788,2020-12-31
270,숭의역,K2015,수인선,Sungui,崇 義,일반역,,,37.460891,126.638035,한국철도공사,인천시 남구 인주대로 지하6,1544-7788,2020-12-31
271,신포역,K2015,수인선,Sinpo,新 浦,일반역,,,37.468442,126.624509,한국철도공사,인천시 중구 사동 26-19,1544-7788,2020-12-31
114,옥수역,k0205,경의중앙선,Oksu,玉 水,환승역,,경의중앙/3,37.540514,127.018698,한국철도공사,서울시 성동구 동호로 지하21(옥수동),1544-7788,2020-12-31
115,응봉역,k0205,경의중앙선,Eungbong,鷹 峰,일반역,,,37.550433,127.034824,한국철도공사,서울시 성동구 고산자로 123(응봉동),1544-7788,2020-12-31
272,인천,K2015,수인선,Incheon,仁川,환승역,k0301+k2015,경인/수인,37.476364,126.616936,한국철도공사,인천시 중구 제물량로 269,1544-7788,2020-12-31
